f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
14.71,10.10,53.82,83.38,41.68,135.64,61.23,57.71,319.33,65.47,3
78.04,140.58,0.00,84.18,113.57,25.92,83.15,46.72,346.09,184.17,3
147.13,31.51,153.77,42.08,135.39,140.48,165.50,60.79,279.40,272.84,3
61.37,69.77,76.85,58.24,49.05,147.18,152.84,0.00,267.84,19.09,3
142.78,76.31,0.00,60.94,116.59,133.57,102.57,10.40,246.28,166.83,3
8.78,52.99,47.89,42.85,117.27,53.33,93.07,56.41,246.78,129.80,3
116.33,117.09,22.60,66.74,98.82,69.75,94.50,0.00,165.19,112.99,3
35.34,49.92,31.52,67.20,65.93,24.03,77.11,0.00,142.30,52.60,3
33.71,24.69,39.97,18.26,24.00,9.88,26.62,8.53,81.29,44.88,3
46.02,24.99,37.53,14.80,0.50,21.98,35.51,0.00,59.52,28.23,3
136.19,75.40,0.00,55.55,48.05,77.52,48.96,67.92,198.93,113.16,3
100.97,166.43,34.14,96.86,86.67,32.38,31.58,38.74,240.21,82.43,3
123.58,68.16,79.03,95.37,49.86,88.39,98.85,58.62,194.89,112.35,3
32.58,71.93,27.12,55.36,120.50,47.92,54.18,28.18,195.06,105.64,3
32.22,82.05,19.19,146.50,29.90,86.87,51.67,64.66,325.34,77.84,3
36.60,87.77,52.73,137.48,21.88,71.90,92.59,41.64,193.30,107.07,3
28.14,15.98,26.63,5.27,26.93,30.99,25.18,23.61,58.26,33.88,3
248.31,132.68,49.06,36.87,85.52,79.17,120.92,0.00,382.40,156.81,3
37.20,40.32,65.45,58.16,11.71,58.46,73.05,50.08,93.37,50.09,3
105.29,74.17,51.62,73.62,36.12,33.49,36.71,0.00,171.48,107.89,3
105.62,74.88,53.48,84.16,0.00,116.28,98.61,70.70,314.86,220.56,3
0.00,86.23,26.49,91.48,64.63,57.16,40.96,64.97,189.87,166.99,3
70.19,82.29,129.35,57.31,179.04,42.05,145.02,0.00,399.92,185.92,3
13.26,41.83,0.00,40.40,35.72,78.45,56.72,26.09,170.02,31.02,3
145.37,107.72,142.50,0.00,44.73,87.75,77.59,89.70,315.85,149.50,3
154.38,90.54,66.55,92.73,19.80,116.71,153.19,112.62,403.30,135.72,3
120.47,113.26,45.98,59.08,101.78,161.13,124.93,0.00,127.87,85.26,3
76.37,52.07,0.00,68.79,26.01,129.95,100.58,65.71,246.48,109.44,3
26.71,41.64,42.82,45.43,23.91,33.94,44.08,14.21,80.69,61.71,3
151.65,105.15,117.02,52.62,163.16,109.36,239.34,0.00,236.88,44.42,3
25.28,33.14,61.14,34.39,23.83,14.51,53.03,32.67,135.03,35.53,3
0.00,69.22,15.45,52.04,1.44,36.85,81.52,3.51,162.37,33.68,3
97.82,6.36,88.44,73.29,117.08,111.81,94.58,40.07,179.24,27.73,3
24.32,11.79,16.10,17.64,13.71,14.71,7.29,0.00,68.81,29.52,3
37.31,92.56,71.20,102.04,65.05,95.08,146.66,70.57,137.28,42.37,3
16.65,24.43,22.53,14.60,11.92,16.67,3.23,19.45,42.06,39.80,3
13.36,23.59,110.67,6.36,63.86,78.59,89.66,36.33,87.65,72.42,3
78.28,40.93,31.69,30.02,56.91,82.04,40.74,11.40,94.82,73.20,3
94.49,66.07,68.73,3.06,92.06,13.27,71.38,82.82,160.58,96.49,3
167.26,141.69,56.04,107.19,104.38,116.20,86.46,42.54,277.69,122.06,3
118.68,223.61,5.45,143.87,150.37,98.46,107.34,0.00,368.79,213.55,3
62.25,41.09,8.04,50.63,36.67,28.48,53.63,13.45,90.28,38.82,3
24.08,23.22,5.90,20.63,15.17,68.71,0.00,16.78,110.86,55.09,3
122.58,137.13,33.38,47.28,69.89,51.62,72.74,21.77,259.87,110.14,3
94.30,75.19,34.36,92.68,22.84,74.38,106.83,79.78,188.35,65.00,3
94.30,103.89,56.67,152.81,33.63,76.81,150.14,64.48,227.42,180.01,3
58.59,60.15,27.90,56.43,25.53,60.90,102.43,63.98,121.37,157.62,3
30.98,75.73,9.90,47.56,9.70,18.99,50.58,10.41,103.55,94.91,3
30.45,38.99,27.81,32.28,11.41,31.29,19.35,35.94,62.31,34.57,3
97.74,82.86,0.00,85.64,6.79,0.00,139.96,149.66,326.48,66.68,3
79.49,105.97,28.62,35.37,116.52,5.17,86.08,39.94,317.22,175.68,3
58.96,156.82,55.75,41.58,17.60,102.04,102.81,41.06,264.54,118.55,3
7.86,9.64,13.34,15.63,17.68,19.23,15.13,0.00,36.52,10.63,3
56.04,112.86,77.37,66.48,153.58,40.69,200.85,0.00,263.51,33.50,3
17.74,1.94,5.83,25.17,3.83,46.00,39.82,17.76,95.08,23.31,3
175.37,126.24,74.04,83.47,2.44,118.54,134.73,0.00,336.98,111.39,3
33.88,55.27,64.52,64.42,56.96,66.16,34.43,81.70,205.28,42.54,3
133.62,114.51,22.61,50.28,75.83,125.76,120.52,28.99,121.57,85.77,3
79.87,120.79,60.01,18.15,57.60,143.30,95.25,23.58,216.34,80.31,3
0.00,0.00,119.82,0.00,94.68,131.57,130.42,39.69,290.45,59.53,3
79.82,74.37,197.65,53.56,175.68,69.06,152.29,74.67,330.50,110.22,3
128.85,104.28,36.16,0.00,77.00,55.76,175.57,26.64,189.86,125.33,3
50.21,71.33,60.28,41.26,29.80,142.27,123.24,26.08,181.64,14.33,3
148.70,63.58,103.19,86.84,119.36,52.89,49.63,1.66,248.42,113.41,3
54.98,90.64,39.69,42.55,52.89,46.87,107.37,39.11,154.33,121.02,3
0.42,23.98,8.53,7.43,14.77,15.60,21.50,10.80,37.07,7.88,3
9.20,23.44,18.41,31.43,8.63,44.82,9.32,25.39,103.38,13.16,3
6.28,21.65,9.21,12.02,0.00,21.08,22.65,0.00,45.78,19.78,3
57.10,24.18,55.20,27.95,29.03,32.89,20.94,54.79,79.50,55.07,3
3.22,37.04,8.60,7.19,25.72,28.30,36.51,29.64,97.88,63.25,3
31.44,25.05,33.34,24.87,7.07,17.08,22.32,5.94,52.25,45.04,3
0.00,59.18,6.50,66.55,36.54,64.04,57.87,0.00,192.24,66.45,3
104.34,101.88,19.55,60.84,54.10,67.97,12.35,117.13,197.88,131.42,3
163.61,95.43,63.70,47.97,50.55,98.35,48.70,90.47,313.34,89.88,3
17.51,24.82,29.29,13.31,29.81,40.42,21.97,23.45,88.76,22.01,3
100.42,78.39,68.60,48.72,22.56,77.15,86.90,22.14,260.77,108.50,3
55.52,70.05,55.38,14.53,0.00,65.80,94.96,76.39,81.61,56.91,3
33.67,38.50,39.13,23.29,16.53,36.92,24.15,33.82,65.08,46.97,3
44.54,21.57,62.43,47.63,27.46,26.06,32.87,72.72,119.03,72.44,3
99.02,143.00,102.51,86.74,87.19,89.55,117.22,52.21,147.61,157.77,3
135.43,31.39,72.20,8.55,23.18,0.00,149.71,105.73,300.54,128.78,3
97.89,173.80,86.68,43.39,105.75,121.44,207.07,61.78,220.23,88.91,3
74.85,52.95,81.23,72.47,114.16,56.51,46.42,50.19,225.49,48.68,3
12.67,15.38,0.00,9.84,3.86,19.90,15.00,0.00,37.48,10.33,3
51.58,40.28,24.96,10.61,28.77,49.44,33.97,23.12,97.48,32.66,3
39.07,60.54,82.29,16.89,77.29,59.12,161.68,48.15,249.88,155.18,3
50.50,49.64,24.49,0.00,13.93,16.79,33.11,24.21,101.24,25.92,3
51.40,30.84,20.91,43.98,0.00,64.23,1.94,21.08,119.76,40.28,3
19.11,48.22,53.10,0.00,33.53,8.01,72.99,19.39,96.47,62.27,3
40.10,21.22,121.23,54.40,55.73,171.04,0.00,5.34,119.17,118.57,3
131.19,135.74,0.00,129.77,13.66,91.53,90.83,0.00,220.23,132.91,3
56.61,76.22,10.32,68.63,36.35,69.24,57.43,20.33,170.59,78.69,3
67.22,100.50,33.63,38.21,0.00,85.77,68.21,47.75,184.50,107.24,3
55.92,31.58,16.98,16.60,26.27,25.43,10.75,14.70,76.57,47.64,3
114.25,115.77,66.53,28.22,0.00,149.86,66.62,50.49,311.70,183.10,3
30.35,49.20,23.78,37.58,25.90,25.03,21.14,4.99,109.46,40.92,3
59.20,77.11,26.68,39.47,76.47,28.24,67.06,43.98,114.40,54.90,3
171.16,131.50,81.12,13.68,116.05,115.89,102.85,61.70,236.94,148.98,3
113.55,167.10,64.91,88.73,52.40,110.89,86.11,70.99,357.27,123.13,3
53.41,91.90,75.43,16.68,34.14,147.11,71.47,23.98,94.58,68.14,3
158.65,84.26,4.95,90.17,0.00,112.62,157.90,173.76,302.68,175.77,3
112.73,41.03,91.75,24.05,33.55,72.77,172.11,94.61,239.17,170.14,3
18.70,46.55,14.98,11.75,32.89,39.84,58.82,12.72,126.48,71.30,3
43.85,45.75,48.48,93.50,106.21,14.97,94.57,0.00,248.01,115.70,3
90.71,153.11,2.04,68.13,66.52,117.87,115.53,82.95,229.44,13.56,3
61.68,112.11,92.71,43.59,75.35,79.79,93.06,75.77,238.63,83.87,3
82.01,102.44,94.32,0.00,123.86,205.38,198.76,67.35,179.95,117.51,3
53.40,61.38,0.00,69.14,42.16,11.32,43.07,15.19,148.79,28.80,3
16.97,4.62,12.56,17.76,11.43,10.03,12.25,7.19,39.02,20.14,3
32.11,29.22,100.43,29.76,0.00,176.70,138.18,60.16,134.05,130.16,3
108.98,0.00,130.45,155.38,28.11,123.87,151.12,61.89,154.94,198.63,3
88.00,70.41,148.46,82.68,17.59,108.91,118.64,52.83,149.85,124.17,3
27.98,30.28,35.26,40.75,11.44,28.55,28.91,0.00,86.23,19.36,3
50.15,97.73,91.27,4.58,105.50,149.22,22.91,78.92,300.51,173.85,3
17.61,45.22,42.74,25.51,13.39,69.88,22.00,65.47,105.52,44.57,3
81.53,92.00,27.06,21.89,26.65,24.05,93.56,62.14,113.44,88.51,3
83.32,40.78,146.51,58.91,108.58,47.33,72.78,30.62,258.09,81.46,3
15.12,37.76,14.00,29.93,45.03,18.99,15.65,15.81,79.97,6.53,3
82.69,127.64,63.09,1.08,110.34,118.28,105.60,40.60,203.08,71.36,3
41.96,39.61,18.09,35.56,20.70,113.02,27.96,0.00,166.48,73.71,3
127.81,131.20,114.76,59.84,94.72,199.87,58.22,2.55,254.87,96.79,3
21.15,75.56,4.49,79.85,31.66,41.35,61.16,20.84,182.40,50.53,3
31.76,32.88,22.38,13.72,11.05,17.28,9.96,0.00,22.66,11.34,3
47.07,51.62,30.48,17.82,68.52,4.90,40.30,35.00,99.93,27.52,3
67.98,36.44,98.22,131.40,70.27,53.31,68.45,33.44,318.73,148.10,3
40.71,17.20,0.00,61.07,31.22,51.43,29.83,7.13,128.83,66.76,3
43.20,41.46,20.06,61.01,0.45,36.34,10.67,28.42,106.03,40.71,3
113.84,159.26,55.88,56.74,45.46,111.70,89.15,71.02,245.02,135.79,3
61.29,58.96,89.74,62.49,46.12,131.25,28.93,37.69,258.37,32.37,3
19.47,24.64,8.72,9.02,11.56,25.50,12.47,18.58,40.08,23.50,3
49.45,8.11,49.93,43.99,58.00,36.04,33.76,47.60,139.12,68.50,3
5.49,54.42,95.97,48.87,76.17,96.93,70.52,61.05,181.60,35.74,3
230.58,66.77,146.76,161.57,56.01,86.07,75.73,80.07,358.46,112.21,3
26.59,9.65,17.19,10.89,24.10,32.84,39.62,8.48,98.61,37.32,3
0.98,149.61,49.03,0.00,0.00,97.51,18.62,48.97,292.15,145.02,3
5.52,17.91,17.52,11.60,27.47,6.23,32.49,9.74,38.63,29.95,3
45.65,55.80,0.00,73.65,44.85,69.77,54.73,66.16,193.81,32.19,3
21.61,5.41,6.10,22.22,25.38,40.01,7.14,14.42,50.02,34.77,3
76.95,48.73,21.39,48.77,58.52,17.83,73.43,37.13,127.16,8.08,3
70.04,81.03,31.19,27.73,82.21,81.80,63.69,1.36,122.85,78.66,3
76.85,68.55,44.15,109.75,61.40,45.15,35.40,33.82,168.97,49.36,3
156.03,60.22,109.59,86.06,17.25,16.72,69.93,31.90,345.68,97.19,3
57.91,118.84,39.73,128.69,106.29,82.79,60.55,123.88,313.88,92.88,3
31.85,43.11,58.92,27.09,45.82,31.06,15.40,14.73,111.66,35.15,3
18.05,44.63,35.68,24.19,59.57,23.11,24.15,0.00,66.08,31.65,3
33.79,2.05,47.05,41.55,12.81,48.29,44.99,16.06,155.48,47.69,3
81.01,124.64,96.73,95.95,118.26,66.37,142.75,64.42,212.33,103.96,3
163.09,31.26,0.00,0.00,45.36,148.89,74.03,18.36,210.11,175.33,3
134.20,102.81,101.00,68.21,79.24,38.84,69.83,67.84,281.14,172.58,3
84.17,61.22,23.64,12.74,34.85,104.65,27.29,7.72,198.15,43.62,3
29.55,76.76,128.74,140.92,92.13,239.98,110.52,106.31,392.49,169.52,3
44.67,31.78,23.28,55.25,36.17,82.17,23.20,65.93,41.89,35.04,3
102.31,78.55,74.07,102.36,68.07,160.37,36.61,18.24,322.06,70.27,3
8.90,8.35,20.99,52.68,20.24,22.35,19.15,3.26,83.76,37.51,3
96.51,36.38,43.71,53.80,23.74,94.22,36.77,7.88,200.84,29.05,3
105.67,98.31,167.69,113.45,182.72,16.08,137.39,97.97,261.72,194.39,3
25.92,31.58,33.59,65.60,45.32,34.13,46.98,35.06,114.46,74.45,3
87.05,99.36,104.11,102.90,210.51,160.11,163.63,70.14,344.89,196.91,3
17.43,20.78,3.34,7.93,10.34,3.18,10.82,8.25,65.11,10.12,3
62.26,110.37,99.90,52.73,67.39,85.66,183.21,126.93,339.77,126.62,3
19.30,14.27,36.06,21.31,47.99,50.21,58.87,19.60,85.33,72.49,3
126.41,198.23,113.09,47.98,149.82,192.48,120.43,68.84,388.19,109.89,3
136.77,179.39,59.21,30.15,114.32,137.20,218.09,50.80,422.21,142.55,3
70.39,58.20,38.35,86.92,52.11,65.19,130.27,39.64,196.23,83.00,3
80.53,15.48,19.28,55.68,24.06,85.21,32.98,35.09,154.32,114.00,3
19.35,9.64,11.35,15.47,12.32,37.56,36.40,17.77,72.36,26.41,3
59.07,39.79,20.77,34.67,17.08,15.50,19.55,1.21,92.04,41.26,3
14.25,6.91,10.24,39.54,11.68,31.78,31.29,14.08,55.33,39.31,3
10.97,6.38,22.28,9.15,16.84,0.00,12.75,0.00,40.38,25.55,3
112.38,70.55,87.78,160.55,32.69,15.46,70.96,0.00,395.23,120.55,3
36.15,53.09,36.80,87.74,0.00,109.40,117.57,24.48,196.95,65.83,3
94.64,76.50,25.14,63.32,50.40,21.12,93.83,44.40,158.03,13.90,3
70.98,59.02,52.74,22.14,106.21,31.38,24.15,60.95,253.45,47.27,3
56.16,72.15,27.35,87.91,8.93,62.17,64.14,25.85,131.96,59.67,3
73.71,63.63,19.36,82.95,6.82,41.83,38.27,43.29,204.58,64.62,3
51.56,102.62,134.53,31.05,113.79,52.73,145.02,13.83,139.81,123.83,3
64.98,35.70,14.17,12.19,0.00,35.80,45.40,42.39,195.56,31.75,3
48.66,53.14,28.16,33.78,43.47,20.87,42.37,0.00,110.16,33.92,3
19.58,19.21,17.06,27.04,19.78,16.17,12.81,1.88,71.04,41.04,3
105.14,68.81,46.45,78.36,117.15,73.41,139.51,52.94,243.31,60.34,3
65.29,22.10,53.84,19.30,49.11,20.19,65.96,0.00,176.94,73.26,3
20.07,50.42,58.14,74.78,48.28,60.02,40.03,33.94,107.64,58.84,3
6.35,23.48,7.56,10.63,0.00,6.42,22.56,5.32,59.76,35.29,3
65.39,16.00,82.90,89.11,112.49,92.88,72.76,100.21,109.39,98.26,3
0.00,113.70,100.95,133.37,109.82,93.78,71.51,0.00,340.41,87.34,3
102.59,104.95,23.68,83.41,59.17,11.40,34.73,30.29,76.51,152.51,3
5.15,5.12,25.88,7.19,20.10,17.57,20.50,8.64,56.56,21.70,3
120.43,94.10,7.87,36.49,73.04,131.11,42.24,32.59,204.27,90.33,3
55.39,78.27,50.09,108.12,108.98,109.35,174.65,24.10,354.42,148.79,3
108.49,90.75,130.36,25.24,85.91,82.38,207.69,116.20,144.49,200.73,3
43.07,42.60,97.57,64.08,151.44,97.71,86.33,24.53,142.54,131.18,3
79.43,48.25,0.00,17.37,17.10,30.82,67.96,0.00,183.93,87.28,3
32.98,69.48,12.18,18.88,28.85,85.14,95.43,4.54,222.39,89.47,3
14.10,29.41,91.87,38.23,84.38,68.63,104.81,58.51,177.23,60.13,3
170.92,92.70,53.53,135.26,26.22,83.51,79.76,58.83,280.06,170.15,3
23.42,26.59,48.65,0.00,41.17,0.00,25.79,16.28,100.87,29.54,3
83.42,114.18,60.33,0.00,31.00,106.78,79.80,57.86,221.57,120.03,3
53.75,26.72,140.91,70.48,113.29,115.30,80.02,1.33,279.28,108.42,3
166.81,124.53,38.30,135.73,134.08,231.16,220.97,143.11,313.31,143.45,3
50.61,58.74,67.30,44.21,41.23,17.40,45.80,34.39,175.02,26.69,3
11.25,6.09,12.72,10.24,14.71,13.14,10.54,0.30,44.89,25.73,3
89.03,151.85,0.00,0.00,51.20,124.99,59.08,40.78,169.02,93.33,3
12.94,22.78,10.57,9.27,0.00,16.33,30.27,10.89,38.87,21.66,3
80.88,77.29,116.33,96.64,98.69,138.09,55.34,75.33,299.00,125.10,3
21.56,34.43,14.09,35.85,24.88,23.14,47.38,11.21,30.86,37.43,3
57.72,59.34,45.50,131.17,151.28,91.84,165.55,0.00,326.42,173.35,3
30.80,32.70,21.56,10.09,20.29,30.50,25.23,0.00,86.07,18.93,3
21.11,17.94,11.73,15.39,14.61,32.30,29.97,9.39,49.62,39.19,3
17.16,108.69,86.65,94.88,16.73,63.02,130.52,61.68,213.38,134.41,3
226.27,125.29,61.46,48.27,94.12,238.87,204.58,26.32,259.04,133.75,3
26.67,101.85,90.24,90.59,91.39,118.27,59.21,14.33,295.87,238.84,3
145.40,88.09,65.38,165.29,162.31,251.76,98.36,41.83,332.41,188.42,3
102.65,95.37,166.40,103.22,67.72,85.92,116.42,54.82,435.03,286.41,3
236.36,134.98,74.36,21.51,132.05,96.94,19.65,67.46,262.55,177.24,3
100.09,66.30,85.06,14.33,76.66,46.97,73.37,48.17,226.45,114.03,3
106.24,69.75,64.97,83.17,102.96,106.28,145.68,67.32,288.57,49.37,3
86.55,85.39,42.61,55.61,47.86,110.06,161.01,48.97,210.14,169.61,3
85.35,247.38,91.71,119.13,138.87,0.00,85.95,35.02,308.86,244.77,3
32.55,21.81,0.00,24.27,6.94,20.04,8.12,8.75,77.80,28.30,3
11.11,40.73,28.00,46.96,28.01,9.79,77.59,34.14,64.46,41.81,3
50.81,62.16,13.75,75.58,45.98,17.06,52.41,35.52,107.65,79.28,3
63.37,38.05,0.00,15.65,71.81,76.33,131.83,18.47,171.29,165.85,3
11.85,24.79,21.21,0.00,45.21,45.49,30.51,0.00,67.10,46.80,3
37.36,55.00,24.87,95.60,37.36,0.00,97.49,17.62,167.31,63.33,3
81.28,101.17,70.72,32.79,40.22,135.57,86.05,0.00,206.04,124.37,3
94.02,35.44,0.00,76.35,85.15,105.82,72.71,71.88,179.28,118.16,3
70.02,14.83,58.02,99.33,76.34,110.31,49.17,54.61,234.27,116.06,3
66.72,0.00,129.43,109.29,56.61,49.57,95.60,76.52,200.11,162.53,3
17.15,88.18,81.17,137.19,89.74,0.00,105.68,131.86,221.00,121.18,3
58.06,74.15,39.82,66.30,18.99,70.06,43.26,0.00,93.18,70.24,3
121.60,110.50,122.43,15.09,36.40,78.55,68.16,58.30,193.39,108.30,3
197.69,33.25,110.97,68.27,14.68,71.22,148.57,35.99,382.17,146.45,3
54.96,78.25,2.45,69.97,9.02,51.54,110.60,0.00,208.96,68.39,3
55.13,160.82,56.90,109.95,129.42,98.84,236.34,70.64,334.20,142.84,3
107.58,55.50,59.21,49.38,17.20,28.50,116.00,28.37,172.36,162.35,3
45.12,62.66,53.47,103.46,47.37,42.40,52.73,2.74,184.01,105.95,3
31.95,12.99,53.53,20.87,34.47,32.23,60.01,43.44,113.56,66.83,3
50.10,165.49,123.27,156.30,21.76,44.71,132.14,0.00,321.70,114.81,3
20.58,86.04,57.98,42.46,82.94,175.88,30.50,59.83,287.97,39.96,3
66.62,143.89,0.00,11.58,42.70,89.41,0.00,78.46,450.22,226.67,3
26.86,30.95,50.88,9.94,21.17,16.33,53.71,2.75,45.54,26.00,3
75.69,33.79,5.61,24.22,39.27,32.34,48.49,1.99,133.80,28.90,3
15.42,21.89,11.41,4.81,0.00,56.42,10.75,41.29,126.76,47.03,3
13.61,11.94,22.53,90.35,60.18,67.45,47.96,62.17,243.09,108.59,3
31.70,36.55,24.34,89.92,52.48,55.95,33.69,45.29,143.01,68.89,3
69.86,193.97,97.40,7.93,158.34,54.02,145.77,72.79,248.02,132.40,3
56.95,25.38,21.06,21.80,48.20,26.50,56.87,9.07,83.97,38.44,3
50.81,34.05,36.42,37.77,55.43,50.60,22.86,0.48,105.41,73.35,3
141.74,202.86,52.81,225.14,71.25,128.59,119.45,47.42,250.18,52.99,3
27.63,17.09,16.96,23.34,13.70,14.27,22.86,7.63,33.66,6.58,3
140.07,0.00,73.88,47.92,54.87,0.00,61.13,15.08,311.27,108.17,3
69.59,46.72,7.39,99.47,102.30,93.67,0.00,73.77,305.98,169.74,3
29.28,80.19,107.00,89.07,103.17,135.63,123.99,74.80,337.65,153.13,3
64.94,50.13,16.54,66.25,20.41,42.18,64.29,28.81,125.48,64.08,3
54.57,64.18,55.32,49.26,59.22,63.16,78.80,41.85,88.21,50.72,3
79.94,44.37,22.51,86.24,44.12,42.99,96.28,39.72,95.88,59.66,3
28.01,19.55,5.17,16.33,12.63,46.56,28.24,17.50,81.39,22.96,3
44.70,107.91,58.02,65.40,5.28,135.49,232.34,98.82,190.34,132.13,3
76.19,121.92,93.03,67.49,72.30,61.87,48.80,0.00,250.74,93.50,3
72.27,26.84,45.33,76.23,23.51,90.33,131.66,52.66,231.65,153.04,3
155.94,108.35,69.62,84.50,87.88,92.45,93.71,62.00,242.28,169.47,3
130.45,119.50,122.49,203.40,0.00,123.03,99.85,19.70,241.44,12.01,3
69.32,80.83,75.63,109.48,9.02,149.33,197.11,0.00,195.00,233.16,3
139.11,148.02,70.86,103.73,45.96,73.64,96.02,62.39,215.77,92.78,3
20.38,35.35,15.29,29.19,57.91,26.03,28.41,81.25,168.12,91.68,3
70.43,56.82,91.11,65.47,86.00,119.06,53.68,48.06,256.58,100.32,3
45.28,9.38,1.64,29.14,21.30,109.30,99.50,27.50,162.29,60.52,3
15.85,7.55,29.03,14.93,11.93,13.88,18.78,18.70,32.43,29.98,3
69.74,39.12,52.95,70.43,54.88,41.15,121.32,27.19,164.58,20.41,3
49.35,119.91,65.87,125.70,57.55,158.03,89.53,63.49,198.76,145.31,3
61.23,121.52,48.25,78.97,115.18,106.86,125.41,84.98,329.31,99.02,3
63.82,162.10,77.00,0.00,125.28,101.15,16.80,121.17,275.93,253.15,3
52.04,6.82,50.74,48.53,59.07,26.12,53.45,16.12,93.40,46.87,3
41.28,42.21,35.72,58.75,18.88,18.85,88.35,32.28,56.73,25.64,3
81.23,39.29,66.44,47.07,44.41,26.59,72.08,25.97,108.50,38.61,3
91.39,63.47,84.34,30.72,57.35,48.11,16.88,25.53,199.10,165.68,3
51.57,29.59,7.37,54.69,127.76,166.92,170.85,37.61,202.40,68.49,3
17.59,23.99,0.00,7.62,21.99,24.56,13.58,26.01,76.73,16.49,3
21.49,16.84,24.33,49.74,39.16,33.30,23.63,30.50,76.08,37.48,3
71.33,93.15,67.25,17.00,5.59,58.73,55.12,3.25,161.92,82.25,3
1.14,88.18,134.90,15.28,127.78,51.20,148.13,116.58,195.35,122.13,3
125.15,123.69,35.95,144.09,162.01,98.10,109.55,0.00,294.87,104.95,3
64.60,66.85,23.71,163.44,67.83,132.28,184.28,115.76,329.15,124.29,3
19.50,15.29,15.83,0.17,6.65,15.47,16.46,0.00,37.18,0.00,3
65.53,123.30,130.60,68.92,27.67,115.55,91.75,108.78,312.83,85.31,3
38.40,36.68,65.72,44.24,27.14,82.31,55.81,15.76,165.37,79.42,3
37.29,25.93,71.70,46.02,62.47,85.46,88.22,0.00,162.34,62.14,3
38.43,91.28,113.62,94.72,63.90,44.46,126.52,31.89,237.36,79.40,3
64.80,86.77,18.48,56.16,0.00,58.50,86.50,79.21,178.15,68.91,3
42.95,77.28,26.91,24.79,77.81,69.50,90.61,21.74,143.42,23.56,3
138.65,60.76,14.81,160.37,0.00,136.63,176.47,124.43,205.70,218.10,3
31.07,6.30,31.47,20.06,47.25,32.28,12.17,10.23,68.96,34.26,3
114.55,111.82,186.88,35.21,7.65,11.33,82.91,119.96,351.15,176.74,3
126.91,0.00,77.72,96.08,138.79,239.44,100.79,0.00,290.13,229.21,3
23.85,11.32,18.37,37.81,14.45,40.22,42.85,21.49,118.24,25.35,3
176.93,135.18,120.66,59.71,127.76,0.00,167.50,68.25,422.32,153.74,3
110.26,93.74,75.48,26.29,118.66,93.31,105.92,44.24,295.04,147.00,3
45.67,72.21,59.03,17.12,38.54,50.00,64.09,14.91,141.15,79.14,3
244.41,89.82,52.37,75.65,178.19,153.79,0.00,70.96,221.54,173.40,3
45.16,24.96,37.85,29.62,17.46,37.79,31.57,4.83,80.87,25.34,3
55.64,29.15,33.69,14.54,36.16,36.51,58.99,18.66,127.45,4.64,3
135.85,145.27,120.52,116.67,26.52,87.39,148.02,69.45,328.81,93.56,3
58.92,71.81,11.11,87.29,0.00,20.17,74.69,0.00,140.74,45.58,3
55.35,63.21,26.15,33.10,103.23,69.45,173.15,97.88,206.84,185.84,3
24.18,8.48,25.63,2.73,3.87,28.90,18.32,31.19,65.90,30.14,3
102.44,63.53,84.27,123.57,60.88,149.94,133.02,0.00,202.63,20.94,3
30.60,2.45,10.00,37.54,14.57,24.45,14.65,13.34,72.05,24.06,3
25.22,63.19,57.91,46.48,45.87,74.62,40.64,0.00,180.75,65.95,3
112.47,171.65,79.43,117.40,62.15,82.47,93.86,49.38,172.28,145.27,3
64.78,24.90,17.07,52.73,41.10,17.46,70.79,5.97,89.50,74.03,3
52.73,66.70,14.28,95.61,66.62,78.51,53.47,2.83,99.47,124.83,3
120.42,79.41,90.40,89.42,121.30,121.99,142.81,41.68,171.10,136.67,3
119.42,88.66,98.71,114.96,83.38,0.00,31.22,49.83,328.59,128.57,3
79.76,34.74,43.55,26.63,19.40,0.00,46.86,49.75,174.48,127.41,3
206.76,126.45,16.35,56.78,67.48,124.33,86.51,176.64,364.38,113.44,3
84.56,76.74,59.67,50.16,30.37,18.26,57.02,34.26,226.88,151.86,3
32.84,45.34,10.07,8.47,28.02,86.76,83.04,8.93,160.29,220.47,3
16.99,15.20,15.22,12.93,10.26,14.53,24.30,20.76,55.63,24.89,3
42.94,0.00,45.16,52.76,15.77,59.75,66.07,8.60,171.10,96.81,3
12.23,20.90,21.92,8.16,3.89,18.81,39.64,30.46,78.42,48.78,3
202.08,62.70,75.45,65.11,93.01,22.91,176.05,99.65,325.78,83.38,3
103.57,82.72,98.54,59.69,54.44,54.41,158.59,141.90,286.00,172.88,3
9.70,9.46,36.49,4.11,21.68,52.04,39.50,24.16,102.70,30.97,3
111.28,71.98,109.66,79.27,161.90,58.04,39.52,0.00,280.27,94.79,3
96.55,25.66,103.75,83.01,129.15,57.60,60.51,56.54,199.92,91.34,3
66.83,72.81,69.88,41.94,34.03,93.75,73.05,58.13,230.18,102.00,3
161.00,79.54,58.07,0.00,122.73,104.33,105.74,108.02,418.12,218.10,3
52.51,57.17,46.70,34.59,45.25,0.00,109.17,0.56,147.74,66.58,3
32.10,65.51,22.25,128.71,53.39,105.50,69.44,62.49,201.62,85.73,3
56.96,20.90,39.57,71.85,42.04,58.63,71.83,31.79,151.43,81.09,3
2.09,123.45,60.10,112.80,51.45,114.53,223.11,29.35,260.23,114.84,3
59.11,67.32,69.59,49.31,68.44,40.08,68.60,43.89,130.72,91.97,3
